id,treatment,sex,sl,bd,region,size,resid
F3_P7_85,P,F,45.45,9.07,cere_size,48.63435768,8.290029957
F3_P7_93,P,F,39.14,7.9,cere_size,37.45627616,-0.387955715
F3_P7_94,P,M,37.67,7.24,cere_size,32.92693164,-3.974944552
F3_P7_95,P,F,40.19,7.85,cere_size,32.03136268,-5.720657893
F3_P7_96,P,F,43.85,9.27,cere_size,52.59292867,5.768355705
F3_P7_97,P,F,38.84,7.47,cere_size,34.87698172,-3.463590479
F3_P7_98,P,F,39.64,7.93,cere_size,36.75859597,-3.603110244
F3_P7_99,P,M,51.05,10.19,cere_size,53.46183229,2.357822244
F3_P8_51,NP,M,30.37,5.6,cere_size,22.86251793,-11.88042983
F3_P8_52,NP,M,36.1,6.56,cere_size,33.08798973,-1.465575351
F3_P8_58,NP,M,37.42,7.8,cere_size,30.36542198,-8.357467331
F3_P8_63,NP,M,35.71,6.43,cere_size,23.73325787,-5.559617809
F3_P8_64,NP,F,32.1,5.64,cere_size,24.76057848,-2.243636135
F3_P8_66,NP,M,32.58,6.14,cere_size,31.06622358,-5.631668325
F3_P8_69,NP,F,37.47,7.3,cere_size,33.60727155,-5.604839375
F3_P8_73,NP,M,41.37,7.95,cere_size,42.34706213,-3.114089567
F3_P8_74,NP,F,31.37,5.88,cere_size,17.19977098,-10.44199212
F3_P8_75,NP,F,32.02,6.36,cere_size,25.31363669,-2.747682396
F3_P8_83,NP,F,40.91,7.62,cere_size,43.76358817,3.503491518
F3_P8_84,NP,F,35.25,7.45,cere_size,36.65811211,4.623086312
F3_P8_86,NP,F,37.69,7.33,cere_size,47.13000729,12.52289191
F3_P8_87,NP,F,40.69,7.51,cere_size,45.82634284,5.010691023
F3_P8_90,NP,F,40.23,7.7,cere_size,51.01883887,12.13018806
F3_P8_91,NP,M,43.72,8.75,cere_size,41.26459436,1.930389425
F3_P8_92,NP,M,39.09,7.34,cere_size,41.97614517,5.159368683
F3_P8_93,NP,F,37.65,6.92,cere_size,46.3847625,11.41016764
F3_P8_96,NP,M,40.04,7.44,cere_size,39.67764835,0.102093356
F3_P8_97,NP,F,40.54,7.89,cere_size,41.41311032,4.44601446
F3_P8_98,NP,M,37.59,7.52,cere_size,35.91166353,3.056429986
F3_P9_51,NP,F,34.14,6.82,cere_size,27.44155505,-4.179873775
F3_P9_52,NP,M,38.05,7.27,cere_size,30.96627917,-6.093680296
F3_P9_55,NP,M,34.64,6.68,cere_size,29.09483241,-3.615150345
F3_P9_57,NP,M,32.8,6.88,cere_size,25.37752809,-5.726392059
F3_P9_76,NP,M,36.2,7.35,cere_size,30.53394891,-2.958896015
F3_P9_77,NP,F,37.27,7.32,cere_size,33.62117358,-1.172886701
F3_P9_78,NP,F,52.4,10.38,cere_size,46.75165295,0.77012792
F3_P9_79,NP,M,48,9.12,cere_size,41.34531891,0.889932005
F3_P9_80,NP,M,50.79,10.02,cere_size,33.91656838,-9.226224806
F3_P9_83,NP,M,41.34,8.52,cere_size,42.89768637,2.098971595
F3_P9_87,NP,F,54.05,11.37,cere_size,59.89271125,11.88761612
F3_P9_88,NP,M,44.51,8.9,cere_size,39.39270923,-1.038240687
F3_P9_89,NP,M,47.66,10.01,cere_size,39.96700713,-0.680709609
F3_P9_91,NP,F,48.17,10.28,cere_size,38.50245966,-1.173773649
F3_P9_92,NP,F,60.53,13.18,cere_size,63.21049531,10.94234951
F3_P9_94,NP,F,51.8,11.4,cere_size,57.40085341,10.00308961
F3_P9_95,NP,F,55.24,11.47,cere_size,53.65231899,7.850252592
F3_P9_96,NP,F,50.54,10.81,cere_size,38.89375323,0.972746336
F3_P9_98,NP,F,35.26,7.18,cere_size,28.27628041,-1.981021083
F3_P9_100,NP,M,37.05,7.09,cere_size,33.89463742,-6.109609943
